log_id,timestamp,session_id,source_ip,layer,action_type,maliciousness_score,entropy_value,threat_vector_contribution
0b2d3d73,2026-04-10T00:26:25.388Z,0xC459,192.168.1.55,SSH,BANNER_GRAB,92,3.22,9.20
b25f9b49,2026-04-10T00:27:37.388Z,0x66AB,192.168.1.182,SQL,BLIND_SQLI,78,4.04,7.80
c12f403d,2026-04-10T00:28:49.388Z,0xE082,192.168.1.16,SSH,PRIV_ESC,63,2.52,6.30
e57eae2c,2026-04-10T00:30:01.388Z,0x9008,192.168.1.21,SSH,BANNER_GRAB,74,2.36,7.40
b46d94b4,2026-04-10T00:31:13.388Z,0xE228,192.168.1.34,SQL,VERSION_PROBE,98,3.45,9.80
30c0414f,2026-04-10T00:32:25.388Z,0x69DD,192.168.1.223,SSH,BRUTE_FORCE,75,4.35,7.50
e1fe166c,2026-04-10T00:33:37.388Z,0x39E7,192.168.1.29,HTTP,ADMIN_RECON,99,3.31,9.90
795258c5,2026-04-10T00:34:49.388Z,0x2665,192.168.1.59,SSH,ROOT_LOGIN_ATTEMPT,91,2.67,9.10
2bddb24b,2026-04-10T00:36:01.388Z,0xB671,192.168.1.112,SSH,ROOT_LOGIN_ATTEMPT,60,4.18,6.00
732d3553,2026-04-10T00:37:13.388Z,0xA3F9,192.168.1.104,SSH,SHELLCODE_INJECTION,69,2.05,6.90
24ae1ac8,2026-04-10T00:38:25.388Z,0xB536,192.168.1.10,SSH,ROOT_LOGIN_ATTEMPT,67,4.50,6.70
811477f8,2026-04-10T00:39:37.388Z,0xCA9C,192.168.1.78,SSH,SHELLCODE_INJECTION,73,3.84,7.30
9632659b,2026-04-10T00:40:49.388Z,0xA733,192.168.1.199,SSH,SHELLCODE_INJECTION,78,2.48,7.80
089737e8,2026-04-10T00:42:01.388Z,0x4C0,192.168.1.27,SQL,TABLE_DROP,80,2.37,8.00
67465e07,2026-04-10T00:43:13.388Z,0xD9D0,192.168.1.162,SQL,USER_ENUMERATION,83,3.06,8.30
877e0795,2026-04-10T00:44:25.388Z,0x8DEF,192.168.1.161,SQL,VERSION_PROBE,99,2.21,9.90
cd517194,2026-04-10T00:45:37.388Z,0x72A7,192.168.1.168,SQL,TABLE_DROP,83,2.62,8.30
e1bd86d5,2026-04-10T00:46:49.388Z,0x7930,192.168.1.150,HTTP,DIR_TRAVERSAL,90,2.27,9.00
e2a4d13d,2026-04-10T00:48:01.388Z,0x9A9,192.168.1.214,SQL,TABLE_DROP,60,2.35,6.00
f06d6595,2026-04-10T00:49:13.388Z,0xBEE1,192.168.1.70,SSH,ROOT_LOGIN_ATTEMPT,63,3.27,6.30
b16e3960,2026-04-10T00:50:25.388Z,0x165E,192.168.1.177,HTTP,SQL_INJECTION,93,3.62,9.30
a9737a13,2026-04-10T00:51:37.388Z,0x848F,192.168.1.177,SSH,SHELLCODE_INJECTION,99,4.42,9.90
9c3ee4ac,2026-04-10T00:52:49.388Z,0xAB1,192.168.1.177,HTTP,XSS_PAYLOAD,80,3.61,8.00
abd9b43e,2026-04-10T00:54:01.388Z,0xEE3B,192.168.1.213,HTTP,DIR_TRAVERSAL,91,1.60,9.10
fa2d3651,2026-04-10T00:55:13.388Z,0x58BE,192.168.1.53,SQL,BLIND_SQLI,86,2.37,8.60
3eed2bb1,2026-04-10T00:56:25.388Z,0x1E6F,192.168.1.167,HTTP,DIR_TRAVERSAL,89,2.82,8.90
b287fdf1,2026-04-10T00:57:37.388Z,0x632,192.168.1.193,SSH,BRUTE_FORCE,68,2.44,6.80
c9c5884d,2026-04-10T00:58:49.388Z,0x7758,192.168.1.216,SSH,BRUTE_FORCE,66,4.20,6.60
a6f1b7b4,2026-04-10T01:00:01.388Z,0x144,192.168.1.114,HTTP,DIR_TRAVERSAL,87,4.26,8.70
a50b6614,2026-04-10T01:01:13.388Z,0x2335,192.168.1.164,SQL,USER_ENUMERATION,81,4.23,8.10
127b6141,2026-04-10T01:02:25.388Z,0x916A,192.168.1.149,SQL,BLIND_SQLI,86,3.64,8.60
1e4600ac,2026-04-10T01:03:37.388Z,0xFA9F,192.168.1.26,SSH,PRIV_ESC,93,2.11,9.30
1355aa83,2026-04-10T01:04:49.388Z,0x6A8B,192.168.1.203,HTTP,SQL_INJECTION,65,3.49,6.50
48032e8d,2026-04-10T01:06:01.388Z,0x9EF3,192.168.1.65,SQL,HONEYTOKEN_TRIGGER,77,3.17,7.70
c7780f09,2026-04-10T01:07:13.388Z,0x8463,192.168.1.161,HTTP,ADMIN_RECON,84,2.55,8.40
540fdc06,2026-04-10T01:08:25.388Z,0x7BA8,192.168.1.11,SSH,BRUTE_FORCE,71,4.08,7.10
f9bcfa0e,2026-04-10T01:09:37.388Z,0xEACD,192.168.1.244,HTTP,XSS_PAYLOAD,63,3.45,6.30
dd4d0462,2026-04-10T01:10:49.388Z,0xD4C,192.168.1.107,HTTP,SQL_INJECTION,94,2.63,9.40
b8d773f7,2026-04-10T01:12:01.388Z,0x995A,192.168.1.3,SQL,USER_ENUMERATION,74,2.11,7.40
81d189c2,2026-04-10T01:13:13.388Z,0xDD14,192.168.1.32,SSH,PRIV_ESC,87,2.97,8.70
d4179352,2026-04-10T01:14:25.388Z,0xB447,192.168.1.143,SSH,ROOT_LOGIN_ATTEMPT,99,3.64,9.90
1aa6ffc4,2026-04-10T01:15:37.388Z,0x91AE,192.168.1.79,HTTP,ENV_SCAN,95,3.44,9.50
9c80c74f,2026-04-10T01:16:49.388Z,0x94AB,192.168.1.34,SQL,USER_ENUMERATION,92,3.68,9.20
16cbd16c,2026-04-10T01:18:01.388Z,0x697F,192.168.1.73,SSH,BANNER_GRAB,82,1.54,8.20
0c25b5aa,2026-04-10T01:19:13.388Z,0xC5ED,192.168.1.58,SQL,BLIND_SQLI,94,2.50,9.40
3bc609ee,2026-04-10T01:20:25.388Z,0x40EF,192.168.1.82,SQL,USER_ENUMERATION,74,4.00,7.40
cd9bd433,2026-04-10T01:21:37.388Z,0xE806,192.168.1.56,HTTP,XSS_PAYLOAD,98,2.48,9.80
ac7a06fd,2026-04-10T01:22:49.388Z,0x8556,192.168.1.106,HTTP,SQL_INJECTION,88,1.97,8.80
1e8b210b,2026-04-10T01:24:01.388Z,0xC56E,192.168.1.189,SSH,BRUTE_FORCE,99,3.04,9.90
702f6275,2026-04-10T01:25:13.388Z,0xA4D1,192.168.1.102,HTTP,ADMIN_RECON,69,2.06,6.90
4b1be6bc,2026-04-10T01:26:25.388Z,0x4A4,192.168.1.113,SSH,SHELLCODE_INJECTION,62,4.46,6.20
58b154a8,2026-04-10T01:27:37.388Z,0xA788,192.168.1.227,SSH,BRUTE_FORCE,60,2.99,6.00
6f94fd75,2026-04-10T01:28:49.388Z,0x4635,192.168.1.144,HTTP,DIR_TRAVERSAL,65,2.35,6.50
70d3fa3c,2026-04-10T01:30:01.388Z,0x9F31,192.168.1.210,SSH,BANNER_GRAB,95,2.57,9.50
646639b8,2026-04-10T01:31:13.388Z,0xB68A,192.168.1.131,SQL,HONEYTOKEN_TRIGGER,77,3.63,7.70
9ebe48da,2026-04-10T01:32:25.388Z,0x70D8,192.168.1.34,HTTP,XSS_PAYLOAD,71,4.23,7.10
b489e213,2026-04-10T01:33:37.388Z,0x9C59,192.168.1.109,HTTP,ADMIN_RECON,92,4.27,9.20
2734942f,2026-04-10T01:34:49.388Z,0xF29F,192.168.1.13,HTTP,XSS_PAYLOAD,97,4.23,9.70
f2eaa817,2026-04-10T01:36:01.388Z,0x3F72,192.168.1.66,SQL,USER_ENUMERATION,68,4.24,6.80
bc0c42ba,2026-04-10T01:37:13.388Z,0xB0C1,192.168.1.217,SQL,HONEYTOKEN_TRIGGER,66,2.16,6.60
7568f8da,2026-04-10T01:38:25.388Z,0xF385,192.168.1.247,SSH,PRIV_ESC,66,3.54,6.60
e6f5b126,2026-04-10T01:39:37.388Z,0x372D,192.168.1.115,SSH,SHELLCODE_INJECTION,95,2.35,9.50
53c7f45c,2026-04-10T01:40:49.388Z,0xBA8C,192.168.1.80,SSH,PRIV_ESC,88,3.82,8.80
6c489a49,2026-04-10T01:42:01.388Z,0x78DE,192.168.1.158,HTTP,DIR_TRAVERSAL,84,4.08,8.40
aead5907,2026-04-10T01:43:13.388Z,0x16F4,192.168.1.140,SQL,USER_ENUMERATION,91,2.25,9.10
acb490ac,2026-04-10T01:44:25.388Z,0xFE97,192.168.1.203,HTTP,DIR_TRAVERSAL,65,3.34,6.50
32237651,2026-04-10T01:45:37.388Z,0x969D,192.168.1.216,SQL,BLIND_SQLI,84,3.11,8.40
62f7c9d3,2026-04-10T01:46:49.388Z,0x3885,192.168.1.223,SQL,BLIND_SQLI,77,2.92,7.70
04ea39e5,2026-04-10T01:48:01.388Z,0xE781,192.168.1.57,SSH,SHELLCODE_INJECTION,63,2.72,6.30
2c349b72,2026-04-10T01:49:13.388Z,0xA099,192.168.1.99,SQL,TABLE_DROP,75,4.20,7.50
3e9a65b0,2026-04-10T01:50:25.388Z,0x9E3,192.168.1.11,SQL,BLIND_SQLI,71,2.40,7.10
d26e638a,2026-04-10T01:51:37.388Z,0xD8F9,192.168.1.19,SSH,PRIV_ESC,81,1.88,8.10
a969c690,2026-04-10T01:52:49.388Z,0xAF3,192.168.1.232,HTTP,ENV_SCAN,60,2.60,6.00
6b0a3ce5,2026-04-10T01:54:01.388Z,0xDF9E,192.168.1.125,HTTP,XSS_PAYLOAD,96,3.81,9.60
cd7dab85,2026-04-10T01:55:13.388Z,0xAA47,192.168.1.60,SQL,HONEYTOKEN_TRIGGER,71,2.48,7.10
2e00bd72,2026-04-10T01:56:25.388Z,0x5C30,192.168.1.187,SQL,TABLE_DROP,83,4.28,8.30
553ea16e,2026-04-10T01:57:37.388Z,0xA138,192.168.1.124,HTTP,ENV_SCAN,73,2.95,7.30
941ef4ce,2026-04-10T01:58:49.388Z,0xE2AB,192.168.1.125,SSH,BANNER_GRAB,93,1.53,9.30
731bf5f7,2026-04-10T02:00:01.388Z,0x8F5A,192.168.1.175,HTTP,SQL_INJECTION,93,3.36,9.30
069a26fd,2026-04-10T02:01:13.388Z,0x696C,192.168.1.117,HTTP,ADMIN_RECON,75,1.95,7.50
bf731483,2026-04-10T02:02:25.388Z,0xEE0,192.168.1.18,HTTP,SQL_INJECTION,78,4.28,7.80
09d45b7d,2026-04-10T02:03:37.388Z,0xB222,192.168.1.231,SSH,SHELLCODE_INJECTION,65,3.70,6.50
f18646b9,2026-04-10T02:04:49.388Z,0xCB18,192.168.1.102,HTTP,XSS_PAYLOAD,62,2.19,6.20
5808c7e5,2026-04-10T02:06:01.388Z,0x7D12,192.168.1.202,SQL,USER_ENUMERATION,94,4.33,9.40
74a22999,2026-04-10T02:07:13.388Z,0x5C4A,192.168.1.202,HTTP,ENV_SCAN,61,2.70,6.10
baab1f07,2026-04-10T02:08:25.388Z,0xAD71,192.168.1.84,SSH,SHELLCODE_INJECTION,89,2.12,8.90
ebdcf3e0,2026-04-10T02:09:37.388Z,0xF46C,192.168.1.115,SQL,USER_ENUMERATION,98,3.86,9.80
dc213afa,2026-04-10T02:10:49.388Z,0x7FA9,192.168.1.27,SSH,SHELLCODE_INJECTION,83,2.28,8.30
06f3492e,2026-04-10T02:12:01.388Z,0xE7D1,192.168.1.134,SQL,TABLE_DROP,91,2.95,9.10
3eb86b75,2026-04-10T02:13:13.388Z,0xAD38,192.168.1.142,SSH,ROOT_LOGIN_ATTEMPT,67,3.50,6.70
27531418,2026-04-10T02:14:25.388Z,0x489E,192.168.1.83,SSH,ROOT_LOGIN_ATTEMPT,81,2.62,8.10
a627cc0b,2026-04-10T02:15:37.388Z,0x4346,192.168.1.91,SQL,TABLE_DROP,60,3.63,6.00
790c69df,2026-04-10T02:16:49.388Z,0x4DB3,192.168.1.124,SSH,BRUTE_FORCE,69,3.52,6.90
84a1c876,2026-04-10T02:18:01.388Z,0x787F,192.168.1.144,HTTP,XSS_PAYLOAD,99,3.43,9.90
afec2ce1,2026-04-10T02:19:13.388Z,0xE04C,192.168.1.200,SSH,BRUTE_FORCE,76,4.31,7.60
96a5e006,2026-04-10T02:20:25.388Z,0xC21D,192.168.1.237,SQL,HONEYTOKEN_TRIGGER,86,3.28,8.60
240eeb64,2026-04-10T02:21:37.388Z,0xF949,192.168.1.217,SQL,HONEYTOKEN_TRIGGER,69,2.51,6.90
516046f0,2026-04-10T02:22:49.388Z,0x4FEF,192.168.1.253,HTTP,ENV_SCAN,86,3.42,8.60
6e35e12e,2026-04-10T02:24:01.388Z,0x7DC9,192.168.1.193,SSH,BRUTE_FORCE,99,1.66,9.90
249837f3,2026-04-10T02:25:13.388Z,0xB2A8,192.168.1.20,SSH,ROOT_LOGIN_ATTEMPT,83,3.68,8.30
167803b1,2026-04-10T02:26:25.388Z,0xFB92,192.168.1.234,HTTP,ADMIN_RECON,84,2.49,8.40
b38d17d1,2026-04-10T02:27:37.388Z,0x25CB,192.168.1.112,HTTP,DIR_TRAVERSAL,98,2.00,9.80
a70ad4df,2026-04-10T02:28:49.388Z,0x971C,192.168.1.239,HTTP,SQL_INJECTION,86,3.55,8.60
a498a086,2026-04-10T02:30:01.388Z,0xCEC2,192.168.1.243,HTTP,ADMIN_RECON,74,3.64,7.40
918ba4a5,2026-04-10T02:31:13.388Z,0xE9B8,192.168.1.69,SSH,BANNER_GRAB,69,1.81,6.90
ba26d734,2026-04-10T02:32:25.388Z,0x9555,192.168.1.211,SQL,USER_ENUMERATION,92,2.17,9.20
7f3e263d,2026-04-10T02:33:37.388Z,0x30E0,192.168.1.80,HTTP,ENV_SCAN,92,4.49,9.20
a878bd09,2026-04-10T02:34:49.388Z,0x404A,192.168.1.118,SSH,SHELLCODE_INJECTION,99,2.61,9.90
fa19c626,2026-04-10T02:36:01.388Z,0x70A9,192.168.1.191,HTTP,XSS_PAYLOAD,82,2.30,8.20
181eff5a,2026-04-10T02:37:13.388Z,0xCC65,192.168.1.55,SQL,USER_ENUMERATION,75,4.36,7.50
53117f2d,2026-04-10T02:38:25.388Z,0x5E33,192.168.1.37,HTTP,DIR_TRAVERSAL,94,3.77,9.40
cdb5c59b,2026-04-10T02:39:37.388Z,0x5EA7,192.168.1.27,SSH,SHELLCODE_INJECTION,95,3.54,9.50
b45f45d5,2026-04-10T02:40:49.388Z,0x5F43,192.168.1.104,SSH,BANNER_GRAB,77,1.73,7.70
f3fabe4f,2026-04-10T02:42:01.388Z,0x7326,192.168.1.245,SQL,BLIND_SQLI,64,4.35,6.40
93c57b0d,2026-04-10T02:43:13.388Z,0xFC5,192.168.1.7,SSH,PRIV_ESC,80,2.62,8.00
66bf64c0,2026-04-10T02:44:25.388Z,0xA712,192.168.1.46,SQL,USER_ENUMERATION,92,2.46,9.20
43595961,2026-04-10T02:45:37.388Z,0xC268,192.168.1.178,HTTP,DIR_TRAVERSAL,61,2.39,6.10
52eb2601,2026-04-10T02:46:49.388Z,0x6ECF,192.168.1.36,SSH,SHELLCODE_INJECTION,95,3.24,9.50
8bb08670,2026-04-10T02:48:01.388Z,0x3927,192.168.1.182,HTTP,XSS_PAYLOAD,72,1.63,7.20
3f12c475,2026-04-10T02:49:13.388Z,0xA57E,192.168.1.191,HTTP,DIR_TRAVERSAL,74,2.30,7.40
23258464,2026-04-10T02:50:25.388Z,0xC39F,192.168.1.125,SSH,BRUTE_FORCE,62,4.46,6.20
8c7b0a6b,2026-04-10T02:51:37.388Z,0xB9DA,192.168.1.71,SQL,TABLE_DROP,72,4.04,7.20
e60e425e,2026-04-10T02:52:49.388Z,0x65C2,192.168.1.46,SQL,HONEYTOKEN_TRIGGER,73,1.90,7.30
f51acbce,2026-04-10T02:54:01.388Z,0x89F0,192.168.1.85,SSH,SHELLCODE_INJECTION,78,2.09,7.80
98fa03fc,2026-04-10T02:55:13.388Z,0x4AF7,192.168.1.171,SQL,USER_ENUMERATION,78,1.55,7.80
2e7c5206,2026-04-10T02:56:25.388Z,0xD7AB,192.168.1.142,SSH,SHELLCODE_INJECTION,75,3.05,7.50
932ee984,2026-04-10T02:57:37.388Z,0x7B8D,192.168.1.229,SQL,BLIND_SQLI,88,3.70,8.80
39e6721d,2026-04-10T02:58:49.388Z,0x8B5A,192.168.1.157,HTTP,ENV_SCAN,66,3.88,6.60
61e604f6,2026-04-10T03:00:01.388Z,0x2507,192.168.1.181,HTTP,SQL_INJECTION,72,4.01,7.20
4fc15cba,2026-04-10T03:01:13.388Z,0xA2BC,192.168.1.130,SSH,BANNER_GRAB,92,2.83,9.20
a01b7bae,2026-04-10T03:02:25.388Z,0x90F,192.168.1.181,SSH,BANNER_GRAB,85,1.87,8.50
fdecb034,2026-04-10T03:03:37.388Z,0x2642,192.168.1.69,SSH,SHELLCODE_INJECTION,71,2.44,7.10
feb27f50,2026-04-10T03:04:49.388Z,0xEC39,192.168.1.95,SQL,TABLE_DROP,66,4.19,6.60
e394d16d,2026-04-10T03:06:01.388Z,0x1583,192.168.1.150,HTTP,XSS_PAYLOAD,62,2.17,6.20
06cfd798,2026-04-10T03:07:13.388Z,0xB53B,192.168.1.103,HTTP,DIR_TRAVERSAL,87,3.77,8.70
29ce789b,2026-04-10T03:08:25.388Z,0x6D4B,192.168.1.169,HTTP,ADMIN_RECON,72,1.59,7.20
f21c512d,2026-04-10T03:09:37.388Z,0x7E44,192.168.1.215,SSH,BANNER_GRAB,97,1.71,9.70
e62070ea,2026-04-10T03:10:49.388Z,0x12E6,192.168.1.179,SSH,BANNER_GRAB,93,3.13,9.30
72f7239c,2026-04-10T03:12:01.388Z,0x151B,192.168.1.167,HTTP,ADMIN_RECON,73,1.55,7.30
8b85d127,2026-04-10T03:13:13.388Z,0xEA9C,192.168.1.170,SSH,BANNER_GRAB,75,1.64,7.50
5e560fb1,2026-04-10T03:14:25.388Z,0x24D4,192.168.1.199,SQL,BLIND_SQLI,92,3.90,9.20
54d0d677,2026-04-10T03:15:37.388Z,0x3088,192.168.1.111,HTTP,DIR_TRAVERSAL,86,3.39,8.60
87ba859d,2026-04-10T03:16:49.388Z,0x9D96,192.168.1.13,HTTP,DIR_TRAVERSAL,69,3.77,6.90
29af3fec,2026-04-10T03:18:01.388Z,0xD967,192.168.1.115,HTTP,DIR_TRAVERSAL,68,2.06,6.80
9ae9fd80,2026-04-10T03:19:13.388Z,0x8B06,192.168.1.117,SSH,BRUTE_FORCE,60,2.03,6.00
dfc5af54,2026-04-10T03:20:25.388Z,0xD7C3,192.168.1.209,SSH,BANNER_GRAB,63,2.40,6.30
733959d4,2026-04-10T03:21:37.388Z,0xF07,192.168.1.177,SQL,BLIND_SQLI,99,2.64,9.90
a0b9acd9,2026-04-10T03:22:49.388Z,0x7E18,192.168.1.25,HTTP,ENV_SCAN,81,2.64,8.10
837243b4,2026-04-10T03:24:01.388Z,0xBEA4,192.168.1.216,SSH,BRUTE_FORCE,61,3.49,6.10
22f58a81,2026-04-10T03:25:13.388Z,0x9A27,192.168.1.247,SQL,HONEYTOKEN_TRIGGER,82,2.42,8.20
38254135,2026-04-10T03:26:25.388Z,0x6CDB,192.168.1.213,HTTP,XSS_PAYLOAD,60,1.94,6.00
f572430a,2026-04-10T03:27:37.388Z,0x55DE,192.168.1.165,SSH,BANNER_GRAB,76,3.20,7.60
a99a8dab,2026-04-10T03:28:49.388Z,0xC98E,192.168.1.153,SQL,HONEYTOKEN_TRIGGER,61,1.73,6.10
ac48bb5b,2026-04-10T03:30:01.388Z,0x2EEC,192.168.1.92,HTTP,ENV_SCAN,81,3.51,8.10
7d6ffb54,2026-04-10T03:31:13.388Z,0x20FA,192.168.1.109,SQL,TABLE_DROP,91,2.14,9.10
01c8eda5,2026-04-10T03:32:25.388Z,0xB48D,192.168.1.30,HTTP,XSS_PAYLOAD,62,2.92,6.20
99d0ea8e,2026-04-10T03:33:37.388Z,0xB3CC,192.168.1.220,HTTP,XSS_PAYLOAD,96,1.53,9.60
79b676f8,2026-04-10T03:34:49.388Z,0xB707,192.168.1.98,SSH,ROOT_LOGIN_ATTEMPT,81,2.95,8.10
d09ebf29,2026-04-10T03:36:01.388Z,0x8D17,192.168.1.82,HTTP,DIR_TRAVERSAL,60,1.83,6.00
14cb6cdb,2026-04-10T03:37:13.388Z,0xD4E6,192.168.1.179,SSH,BANNER_GRAB,74,2.31,7.40
aeb23de1,2026-04-10T03:38:25.388Z,0xD2F3,192.168.1.120,SSH,BRUTE_FORCE,90,2.81,9.00
9fce3fb2,2026-04-10T03:39:37.388Z,0x2659,192.168.1.240,SQL,VERSION_PROBE,89,3.21,8.90
72e40cec,2026-04-10T03:40:49.388Z,0x5757,192.168.1.113,SQL,BLIND_SQLI,77,3.70,7.70
5b3782d2,2026-04-10T03:42:01.388Z,0xA79A,192.168.1.89,HTTP,ADMIN_RECON,84,4.17,8.40
8c16e823,2026-04-10T03:43:13.388Z,0xCA0E,192.168.1.222,HTTP,DIR_TRAVERSAL,94,4.09,9.40
cf4bdcf4,2026-04-10T03:44:25.388Z,0xD90C,192.168.1.94,SQL,HONEYTOKEN_TRIGGER,86,2.50,8.60
a248be0c,2026-04-10T03:45:37.388Z,0xD90F,192.168.1.205,SSH,BRUTE_FORCE,62,3.95,6.20
ff77f592,2026-04-10T03:46:49.388Z,0xFB05,192.168.1.193,SSH,BANNER_GRAB,79,2.99,7.90
55ae497e,2026-04-10T03:48:01.388Z,0x2E61,192.168.1.147,SQL,BLIND_SQLI,67,3.49,6.70
e1077559,2026-04-10T03:49:13.388Z,0xBC52,192.168.1.8,HTTP,ENV_SCAN,67,3.07,6.70
8b66cf38,2026-04-10T03:50:25.388Z,0xAB10,192.168.1.141,HTTP,ADMIN_RECON,92,3.96,9.20
6bb914ed,2026-04-10T03:51:37.388Z,0x8EAE,192.168.1.43,SSH,BRUTE_FORCE,85,3.29,8.50
5bc41449,2026-04-10T03:52:49.388Z,0x9B89,192.168.1.8,HTTP,DIR_TRAVERSAL,91,3.09,9.10
c81d9617,2026-04-10T03:54:01.388Z,0x5389,192.168.1.122,SSH,PRIV_ESC,84,3.45,8.40
143e4fc0,2026-04-10T03:55:13.388Z,0xAD0F,192.168.1.199,HTTP,XSS_PAYLOAD,63,3.05,6.30
1103e540,2026-04-10T03:56:25.388Z,0xA822,192.168.1.197,SQL,BLIND_SQLI,78,2.84,7.80
cf214bb8,2026-04-10T03:57:37.388Z,0x927,192.168.1.157,SSH,BANNER_GRAB,65,1.51,6.50
8ba9d5f4,2026-04-10T03:58:49.388Z,0xE49,192.168.1.120,SQL,VERSION_PROBE,71,3.91,7.10
30c5bf67,2026-04-10T04:00:01.388Z,0xD9E4,192.168.1.175,SSH,BRUTE_FORCE,96,1.51,9.60
7640b90f,2026-04-10T04:01:13.388Z,0x2772,192.168.1.142,SSH,BRUTE_FORCE,87,2.67,8.70
ba7b476e,2026-04-10T04:02:25.388Z,0x2DF9,192.168.1.47,HTTP,DIR_TRAVERSAL,87,3.93,8.70
4eaee1f2,2026-04-10T04:03:37.388Z,0x8BB5,192.168.1.16,SSH,PRIV_ESC,70,1.83,7.00
1b2cffb1,2026-04-10T04:04:49.388Z,0x4FDC,192.168.1.7,SSH,SHELLCODE_INJECTION,88,4.04,8.80
98cda6e1,2026-04-10T04:06:01.388Z,0xD43A,192.168.1.199,HTTP,SQL_INJECTION,61,1.60,6.10
22f9d2c1,2026-04-10T04:07:13.388Z,0x3B0F,192.168.1.226,SSH,SHELLCODE_INJECTION,67,1.91,6.70
106d6f9b,2026-04-10T04:08:25.388Z,0x7049,192.168.1.170,HTTP,ENV_SCAN,61,3.34,6.10
bc7546b3,2026-04-10T04:09:37.388Z,0xFEE9,192.168.1.103,SSH,PRIV_ESC,71,1.85,7.10
f00028fd,2026-04-10T04:10:49.388Z,0x4460,192.168.1.212,HTTP,XSS_PAYLOAD,67,2.66,6.70
4c791f83,2026-04-10T04:12:01.388Z,0xD8FC,192.168.1.73,SQL,USER_ENUMERATION,61,3.15,6.10
d51e4089,2026-04-10T04:13:13.388Z,0xAD4E,192.168.1.125,SSH,BRUTE_FORCE,85,2.18,8.50
d0c0e467,2026-04-10T04:14:25.388Z,0xB025,192.168.1.93,HTTP,ADMIN_RECON,90,3.10,9.00
649b8922,2026-04-10T04:15:37.388Z,0xA206,192.168.1.180,HTTP,DIR_TRAVERSAL,99,1.88,9.90
b325c270,2026-04-10T04:16:49.388Z,0x8775,192.168.1.2,SQL,BLIND_SQLI,82,3.37,8.20
0a9fc51a,2026-04-10T04:18:01.388Z,0xFE7D,192.168.1.123,HTTP,SQL_INJECTION,74,3.42,7.40
32b2e2cf,2026-04-10T04:19:13.388Z,0x68FB,192.168.1.71,HTTP,ENV_SCAN,99,3.73,9.90
9fcb642c,2026-04-10T04:20:25.388Z,0x5736,192.168.1.104,SSH,ROOT_LOGIN_ATTEMPT,79,4.43,7.90
9484af4b,2026-04-10T04:21:37.388Z,0xA086,192.168.1.241,SSH,PRIV_ESC,93,3.53,9.30
22728db2,2026-04-10T04:22:49.388Z,0x942F,192.168.1.202,SSH,ROOT_LOGIN_ATTEMPT,80,2.39,8.00
21505fe6,2026-04-10T04:24:01.388Z,0x1DAF,192.168.1.178,HTTP,SQL_INJECTION,73,1.67,7.30
3debcb08,2026-04-10T04:25:13.388Z,0xEED3,192.168.1.83,HTTP,XSS_PAYLOAD,62,3.60,6.20
57178e20,2026-04-10T04:26:25.388Z,0x7392,192.168.1.159,SSH,PRIV_ESC,83,4.43,8.30
b29bf744,2026-04-10T04:27:37.388Z,0x509E,192.168.1.231,SQL,BLIND_SQLI,93,3.24,9.30
8b2a3436,2026-04-10T04:28:49.388Z,0xB256,192.168.1.75,HTTP,ENV_SCAN,65,1.82,6.50
322deefe,2026-04-10T04:30:01.388Z,0x8AF3,192.168.1.159,SQL,VERSION_PROBE,94,3.57,9.40
309d94a5,2026-04-10T04:31:13.388Z,0x2785,192.168.1.103,SQL,BLIND_SQLI,72,2.08,7.20
42f8da60,2026-04-10T04:32:25.388Z,0xF716,192.168.1.165,SQL,HONEYTOKEN_TRIGGER,62,1.83,6.20
a777738c,2026-04-10T04:33:37.388Z,0xE2D1,192.168.1.75,SSH,PRIV_ESC,84,3.50,8.40
0d4738d5,2026-04-10T04:34:49.388Z,0x23D0,192.168.1.142,SSH,BANNER_GRAB,62,4.33,6.20
62a06e04,2026-04-10T04:36:01.388Z,0x586,192.168.1.123,SQL,HONEYTOKEN_TRIGGER,71,2.62,7.10
9706e3c1,2026-04-10T04:37:13.388Z,0xC494,192.168.1.220,SQL,VERSION_PROBE,97,3.05,9.70
2a585fa2,2026-04-10T04:38:25.388Z,0x35CC,192.168.1.223,SSH,BANNER_GRAB,91,2.82,9.10
9fee85ad,2026-04-10T04:39:37.388Z,0x2A7E,192.168.1.141,SQL,USER_ENUMERATION,61,2.91,6.10
255754fe,2026-04-10T04:40:49.388Z,0xFC60,192.168.1.223,SQL,BLIND_SQLI,87,3.62,8.70
83894d77,2026-04-10T04:42:01.388Z,0x1CE6,192.168.1.229,SQL,HONEYTOKEN_TRIGGER,63,4.02,6.30
14df98bf,2026-04-10T04:43:13.388Z,0x3B4D,192.168.1.60,SSH,BANNER_GRAB,70,2.81,7.00
805b2682,2026-04-10T04:44:25.388Z,0xBCBB,192.168.1.24,SQL,HONEYTOKEN_TRIGGER,94,3.11,9.40
7005c812,2026-04-10T04:45:37.388Z,0xC505,192.168.1.32,SQL,TABLE_DROP,72,3.95,7.20
26807090,2026-04-10T04:46:49.388Z,0xBF11,192.168.1.224,SQL,BLIND_SQLI,99,3.55,9.90
800511b3,2026-04-10T04:48:01.388Z,0x45C8,192.168.1.182,SSH,ROOT_LOGIN_ATTEMPT,67,3.87,6.70
4cf0fd6c,2026-04-10T04:49:13.388Z,0xF195,192.168.1.24,HTTP,DIR_TRAVERSAL,89,3.93,8.90
